sector,years_in_operation,num_employees,loan_amount_kes,loan_term_months,interest_rate_pct,mpesa_avg_monthly_inflow,mpesa_avg_monthly_outflow,mpesa_txn_count_monthly,mpesa_savings_ratio,electricity_payment_delays,electricity_bill_avg,water_bill_avg,social_media_active,online_ads_spend_kes,avg_monthly_data_spend,avg_monthly_airtime_spend,pos_monthly_sales,pos_txn_volume,loan_default,dataset_source
Retail,2.4,21,266094,18,8.71,922928,718871,491,0.2211,0,4438,1477,0,0,2540,2157,607678,985,0,Kenya_SME
Transport,0.5,2,1047354,36,19.21,65931,18231,80,0.7235,4,3729,2552,1,1174,865,1171,111658,423,0,Kenya_SME
Informal,1.3,22,1318256,12,25.6,91308,29162,453,0.6806,4,6736,4829,0,0,557,845,150341,442,0,Kenya_SME
Manufacturing,10,12,371846,18,21.01,60077,50178,68,0.1648,1,14132,2318,0,0,1180,748,13953,30,0,Kenya_SME
Transport,12.8,2,607939,18,19.7,79646,55766,148,0.2998,3,7330,15923,1,1805,1879,692,734053,1839,0,Kenya_SME
Agribusiness,0.5,6,410447,18,17.21,42389,30832,68,0.2726,3,8607,1246,0,0,1678,669,75543,100,1,Kenya_SME
Informal,16,4,321519,12,18.23,81036,54893,155,0.3226,2,2333,2008,1,1505,1954,792,80341,346,0,Kenya_SME
Agribusiness,2.1,1,365583,48,19.33,37048,20467,285,0.4475,1,5889,6388,1,10558,2462,1334,139595,509,0,Kenya_SME
Agribusiness,14.5,2,2838289,24,12.06,169738,56376,373,0.6679,1,4957,454,0,0,5153,404,199515,513,0,Kenya_SME
Retail,0.5,7,501159,12,22.87,19439,12815,63,0.3408,5,4281,531,0,0,380,405,23631,114,0,Kenya_SME
Construction,1.8,1,210373,18,21.95,37226,18689,104,0.498,2,5735,2802,0,0,2230,979,99399,154,0,Kenya_SME
Services,8,23,2375702,12,12.62,42704,21720,294,0.4914,0,3909,4261,1,16279,2282,712,254687,634,0,Kenya_SME
Agribusiness,0.6,10,1386567,24,17.58,20802,9065,273,0.5642,3,2854,1559,0,0,1167,1001,71963,131,0,Kenya_SME
Retail,0.5,8,816024,6,16.96,44887,30725,171,0.3155,6,7053,2912,0,0,1266,534,114372,344,1,Kenya_SME
Hospitality,10.8,1,251622,18,18.26,31973,22579,172,0.2938,4,4258,1249,1,1996,1586,1259,54542,197,1,Kenya_SME
Retail,0.5,11,139481,48,20.18,101817,67032,257,0.3416,7,2589,4030,0,0,954,1542,22035,45,0,Kenya_SME
Wholesale,4.6,9,188936,24,23.72,15346,7147,142,0.5342,10,4676,4413,0,0,549,1833,10079,8,0,Kenya_SME
Wholesale,6.5,9,304554,36,21.45,15517,9562,115,0.3837,7,5430,860,1,282,1381,1095,96037,214,0,Kenya_SME
ICT,7.3,9,334478,24,19.57,14852,7962,305,0.4639,8,1527,1915,0,0,1358,1109,27250,57,0,Kenya_SME
Transport,6.9,21,908845,18,15.12,61790,40588,115,0.3431,5,3101,1888,1,5851,1820,3363,75006,135,1,Kenya_SME
ICT,1.4,1,332451,36,17.44,70110,35108,203,0.4992,3,5660,1073,1,5362,4764,721,29835,125,0,Kenya_SME
Retail,21.3,3,209118,24,22.1,94464,18893,290,0.8,6,5621,2957,0,0,1243,1588,66639,98,0,Kenya_SME
Manufacturing,4.2,1,419174,60,22.13,42695,26110,231,0.3884,4,8582,1384,0,0,1376,1031,174057,644,0,Kenya_SME
Retail,0.5,9,1714573,6,15.52,238911,188840,296,0.2096,5,7406,558,0,0,1626,887,49299,121,0,Kenya_SME
Manufacturing,1.6,3,1928726,24,20.03,32199,22405,264,0.3041,4,12748,3732,0,0,1425,571,58159,157,1,Kenya_SME
Services,5.7,1,799519,36,11.8,14836,11756,629,0.2076,7,13329,3169,0,0,5226,904,103709,286,1,Kenya_SME
Wholesale,1.3,4,862763,24,17.72,48228,16220,131,0.6637,6,17352,889,1,282,956,1551,169822,163,0,Kenya_SME
Construction,7.3,1,1281799,48,16.89,47562,21927,1215,0.539,1,2029,1223,1,3412,2087,1427,971868,5899,0,Kenya_SME
Construction,4,4,777758,18,11.33,48137,33760,444,0.2987,3,5420,595,0,0,813,584,208936,323,0,Kenya_SME
Agribusiness,4.5,4,246273,12,22.5,35469,21835,89,0.3844,4,2857,4490,0,0,1696,787,44736,109,0,Kenya_SME
Transport,1.1,2,236363,12,18.78,177549,35663,441,0.7991,4,4175,3198,1,7689,2194,1640,43157,108,0,Kenya_SME
Transport,0.5,10,355556,24,21.68,9757,7960,144,0.1842,4,3531,1247,0,0,1700,698,24277,29,1,Kenya_SME
Construction,7.9,1,678827,18,12.98,227792,106742,181,0.5314,1,2373,1364,0,0,1576,608,187935,618,0,Kenya_SME
Retail,0.5,4,510924,18,16.94,62619,20633,179,0.6705,4,1764,1952,0,0,8324,428,84617,168,1,Kenya_SME
Wholesale,0.5,4,73144,18,18.5,141556,96661,263,0.3172,2,3971,920,1,3679,672,976,95659,162,0,Kenya_SME
Manufacturing,0.5,3,130651,36,15.02,74891,68768,254,0.0818,5,9766,736,1,3088,1571,1050,30341,80,0,Kenya_SME
Manufacturing,5.2,13,1664367,18,22.21,33186,22875,65,0.3107,4,6178,2299,0,0,2648,1421,231098,333,0,Kenya_SME
Wholesale,7.1,3,79706,18,22.2,84138,75559,282,0.102,4,2018,879,1,6511,4109,1348,251175,538,0,Kenya_SME
Agribusiness,9.4,4,1330382,36,15.42,97135,77562,567,0.2015,3,2891,620,1,8897,2693,910,145003,606,0,Kenya_SME
Retail,5.2,4,75949,36,19.95,28562,12336,109,0.5681,6,8291,2538,0,0,1810,1026,127803,402,0,Kenya_SME
ICT,30.1,2,286199,18,13.49,140633,50646,223,0.6399,2,6863,556,1,2633,637,2277,63185,98,0,Kenya_SME
Retail,0.5,1,73979,12,17.58,36101,24363,164,0.3252,4,9662,1809,0,0,1032,904,106530,343,0,Kenya_SME
Agribusiness,2.9,17,66213,12,16.09,24756,15245,478,0.3842,1,12409,2524,1,9438,1572,1914,340872,314,0,Kenya_SME
Wholesale,1.3,2,124984,36,18.12,55691,34055,134,0.3885,1,5774,5675,1,1281,5501,2181,100680,461,0,Kenya_SME
Wholesale,24.8,2,722646,24,13.01,54279,27741,498,0.4889,2,3624,2005,0,0,5613,723,340242,1112,0,Kenya_SME
Wholesale,0.5,1,432778,6,20.28,68534,52914,245,0.2279,2,1095,2209,1,7325,2887,1852,40412,90,0,Kenya_SME
Informal,1.8,4,2106717,36,15.96,41472,28415,109,0.3148,3,3664,3700,1,10298,2602,629,28340,36,1,Kenya_SME
Manufacturing,12.6,5,118356,18,21.18,154615,62234,1023,0.5975,1,17743,5307,1,914,3478,852,254679,428,0,Kenya_SME
Retail,1.7,13,352754,18,20.76,175991,104346,375,0.4071,4,6169,1959,1,3302,2930,819,44751,156,0,Kenya_SME
Retail,3.5,2,774893,24,21.43,55353,37108,43,0.3296,3,12974,761,0,0,1569,2168,92251,343,1,Kenya_SME
Services,3.3,5,255704,24,14.66,12017,5992,141,0.5013,2,2531,821,1,4930,1796,1159,81278,206,0,Kenya_SME
Manufacturing,2,11,4730310,36,13.07,54198,43931,577,0.1894,0,4958,11059,0,0,2492,1067,76826,160,0,Kenya_SME
Construction,0.5,15,820157,12,13.86,36276,26548,120,0.2682,5,1166,3172,0,0,1087,1567,89425,361,0,Kenya_SME
Services,4.3,6,1085553,12,19.2,164188,126176,341,0.2315,2,4702,2156,1,16840,7224,3220,299495,514,0,Kenya_SME
Manufacturing,5.8,2,400035,18,10.87,54169,38921,126,0.2815,5,5885,2697,1,1560,2019,424,289439,1446,0,Kenya_SME
Hospitality,7.7,12,305842,24,18.57,18981,11791,447,0.3788,3,7681,537,1,10047,2569,1573,12402,56,1,Kenya_SME
ICT,12.2,13,606533,6,12.47,135762,106909,146,0.2125,3,4887,3193,1,1074,6111,3361,354629,1418,0,Kenya_SME
Transport,2.4,1,395040,48,20.81,56686,43430,150,0.2339,4,5898,1435,0,0,1806,500,36589,49,1,Kenya_SME
Services,2.3,6,549718,18,16.15,202819,153471,810,0.2433,3,1060,3517,0,0,2186,682,590023,1882,0,Kenya_SME
Agribusiness,4.1,10,1452672,12,23.3,50386,29401,237,0.4165,2,3821,4225,1,591,2150,1135,229883,443,0,Kenya_SME
Services,2.2,8,116133,24,23.01,61371,44277,298,0.2785,6,2120,3102,0,0,1187,617,332271,887,0,Kenya_SME
Retail,0.7,3,397441,12,14.26,69757,17355,272,0.7512,3,13383,1171,0,0,1096,2406,83250,132,0,Kenya_SME
Services,13.1,2,144841,12,19.54,15250,6037,67,0.6041,6,1903,3277,1,1202,1967,2783,195541,441,0,Kenya_SME
Hospitality,1.7,15,957202,12,18.73,131029,115269,600,0.1203,0,6498,2311,1,8977,857,1536,119728,559,0,Kenya_SME
Services,7.2,6,199667,24,11.73,177777,67752,289,0.6189,1,2304,1586,1,17154,1752,4261,540445,2456,0,Kenya_SME
Retail,4.7,3,902621,36,15.7,76461,70063,332,0.0837,0,13551,794,0,0,3043,1075,68764,439,0,Kenya_SME
Retail,2.2,4,681272,24,14.7,17206,11866,157,0.3103,5,11597,4993,0,0,2087,3647,112555,379,0,Kenya_SME
Hospitality,2.9,4,1120008,24,17.47,54833,13040,289,0.7622,2,1454,4181,1,10350,3829,942,93027,719,0,Kenya_SME
Agribusiness,3.5,3,338083,36,19.94,38039,29947,479,0.2127,1,2601,1525,1,8856,2885,1597,165380,327,1,Kenya_SME
Services,13.9,12,1112306,18,17.31,125961,85527,188,0.321,3,13506,1791,0,0,917,500,192430,417,0,Kenya_SME
ICT,2,6,355159,12,17.98,31193,20776,109,0.3339,2,3295,1039,0,0,2196,1516,126657,310,0,Kenya_SME
Agribusiness,1.3,6,348743,24,16.83,72384,31805,852,0.5606,1,6964,3433,1,2601,4408,2187,284936,1100,1,Kenya_SME
Transport,4.6,3,239206,18,18.22,44406,37194,138,0.1624,4,3527,2903,1,8549,836,1210,104144,421,0,Kenya_SME
Retail,1.2,7,509146,24,20.82,47892,13239,188,0.7235,2,6544,9820,1,4637,1010,865,69565,96,1,Kenya_SME
Transport,2,2,495849,60,11.25,107212,78571,468,0.2671,1,6978,1128,0,0,1805,999,102100,402,0,Kenya_SME
Retail,1.2,5,323930,18,17.54,43432,9978,254,0.7702,3,15345,1729,0,0,1069,1973,115441,585,0,Kenya_SME
Agribusiness,4.2,1,161685,24,18.51,72834,23032,235,0.6838,4,879,3970,0,0,2975,1671,52763,139,1,Kenya_SME
Agribusiness,2.9,4,1243484,6,14.52,120631,104566,311,0.1332,2,1008,1499,1,1401,1406,975,461442,1249,0,Kenya_SME
Hospitality,1.1,1,112834,12,22.99,16171,10120,136,0.3742,8,3427,1829,0,0,1461,1485,11386,29,1,Kenya_SME
Services,12.4,5,387266,60,16.23,91780,30563,296,0.667,0,1741,584,0,0,2905,306,138608,276,0,Kenya_SME
Hospitality,0.5,2,305808,6,21.12,66406,47772,137,0.2806,5,1539,620,1,645,1484,630,45861,63,0,Kenya_SME
Wholesale,2.1,7,2564759,12,17.28,86169,49586,166,0.4245,2,2894,5969,1,3138,894,1178,72722,147,0,Kenya_SME
ICT,0.9,2,210833,18,15.96,17042,10562,113,0.3802,2,22673,4353,0,0,2909,441,196427,773,1,Kenya_SME
Services,11.3,9,164722,24,21.29,35206,29823,168,0.1529,5,9814,2035,1,558,483,790,154413,219,0,Kenya_SME
Manufacturing,7.8,18,1201644,18,18.12,363391,345458,642,0.0493,0,2578,2468,1,1799,2029,465,234904,464,0,Kenya_SME
Wholesale,8.2,2,674875,12,21.8,105898,21322,720,0.7987,0,4683,1247,1,951,1103,842,225955,468,0,Kenya_SME
Agribusiness,4.9,7,108963,24,17.43,56824,47430,212,0.1653,1,9183,440,0,0,796,599,173113,693,0,Kenya_SME
Construction,1.9,3,1123029,12,19.08,36069,31273,282,0.1329,0,11712,1982,0,0,1140,1310,111253,1682,1,Kenya_SME
Hospitality,3.2,10,569787,12,19.1,47175,32936,260,0.3018,4,1731,558,1,4963,1965,1012,114396,288,0,Kenya_SME
Retail,1.6,2,1509722,60,18.14,136727,94353,370,0.3099,1,1226,1361,1,3852,1461,3669,640461,912,0,Kenya_SME
Construction,2.8,12,208844,18,17.25,27848,20849,113,0.2513,4,3750,1137,0,0,986,993,28707,75,1,Kenya_SME
Retail,12.5,3,1591384,12,19.98,51116,35794,224,0.2997,2,1268,3129,0,0,2252,2063,277223,1027,0,Kenya_SME
Transport,1.2,3,408225,18,23.32,117699,41810,78,0.6448,4,11361,1363,1,2097,3947,1102,51353,285,0,Kenya_SME
ICT,0.5,2,204368,12,27.4,8157,3792,78,0.5351,6,6815,6653,0,0,883,930,11660,26,1,Kenya_SME
Agribusiness,2.2,1,623834,12,16.32,58975,32968,212,0.441,7,3024,408,1,3155,3609,1027,48106,78,1,Kenya_SME
Retail,7.7,10,1514584,36,14.08,58362,11672,575,0.8,0,942,1147,1,5658,2074,2405,600285,2294,0,Kenya_SME
Transport,2.2,2,109763,6,18.25,46001,36672,203,0.2028,5,12788,601,0,0,1164,364,420675,1044,0,Kenya_SME
Manufacturing,2.4,7,336237,24,12.55,198090,152539,447,0.23,2,8530,7708,1,1756,5993,1643,33081,77,0,Kenya_SME
Services,3,4,861351,24,13.72,146796,29359,367,0.8,2,7795,5964,1,5185,4090,960,131082,198,0,Kenya_SME
Transport,5.9,3,379995,36,26.33,25590,8372,534,0.6728,5,1751,7015,1,8652,1474,1084,94482,99,0,Kenya_SME
Agribusiness,0.5,11,314033,60,15.93,256669,87660,439,0.6585,3,1801,1422,1,1467,4953,1435,129396,325,1,Kenya_SME
Retail,5.7,1,113013,6,20.59,48550,26967,159,0.4445,5,6689,2241,0,0,1674,805,31880,99,1,Kenya_SME
Construction,4.1,1,60968,24,18.68,31040,13957,122,0.5503,4,2088,215,0,0,2409,1595,334457,1088,0,Kenya_SME
Transport,7.4,2,1129332,12,15.82,106606,21321,386,0.8,2,3650,1114,0,0,4303,2326,77303,244,0,Kenya_SME
Wholesale,5.2,4,220793,60,14.53,69923,29154,249,0.583,0,1707,968,0,0,734,1594,95903,144,0,Kenya_SME
Agribusiness,4.7,3,231139,6,22.28,24043,18045,400,0.2494,4,3684,671,0,0,1849,995,70519,236,0,Kenya_SME
Informal,0.8,2,302031,6,22.87,35086,19097,197,0.4557,3,22357,3267,1,11554,1870,1033,106117,215,0,Kenya_SME
Agribusiness,13.1,21,552093,24,10.47,196458,171003,1230,0.1296,0,20288,1830,1,9756,4641,894,43244,159,0,Kenya_SME
Retail,4.6,13,270896,18,22.62,125274,78093,196,0.3766,3,6535,1195,0,0,1605,1195,243866,296,0,Kenya_SME
Agribusiness,5.7,1,1766873,18,16.81,88245,73597,466,0.166,0,10434,4390,1,4446,876,1104,306141,669,0,Kenya_SME
Transport,1.1,2,320753,24,9.45,55993,35470,164,0.3665,2,1789,1515,1,1614,2554,1374,91752,266,0,Kenya_SME
Agribusiness,8.9,7,230169,36,18.25,281312,154172,559,0.452,0,10112,3233,0,0,2121,837,370910,604,0,Kenya_SME
Agribusiness,7.2,5,809321,60,31.53,47245,29264,101,0.3806,4,3461,7884,0,0,2725,1320,86768,192,1,Kenya_SME
Services,0.5,2,127320,36,14.79,178397,172003,858,0.0358,4,3872,1755,0,0,1658,1446,264496,349,1,Kenya_SME
Wholesale,15.6,14,288477,24,18.49,80917,47814,221,0.4091,1,4818,1637,1,529,636,1905,66138,57,0,Kenya_SME
Retail,3.6,2,486515,24,12.3,81549,52601,322,0.355,3,13686,1329,0,0,279,1372,96655,231,0,Kenya_SME
Wholesale,0.6,4,352161,24,18.94,148748,120250,1180,0.1916,1,3199,713,1,3761,536,1939,49623,120,0,Kenya_SME
Manufacturing,4.8,4,2804888,12,12.65,184658,151587,343,0.1791,5,2517,2428,0,0,1979,494,24573,43,0,Kenya_SME
Manufacturing,1.1,6,3636313,12,21.39,75733,54988,1078,0.2739,0,10338,2824,0,0,2002,2027,646941,426,0,Kenya_SME
Retail,3.1,2,2948139,36,20.35,70771,31020,142,0.5617,2,6615,1614,1,4774,3641,1009,60957,234,1,Kenya_SME
Informal,8.6,6,499924,12,21.64,25487,7740,146,0.6963,3,4880,2472,0,0,2842,341,24053,31,1,Kenya_SME
Transport,2.7,2,624677,60,21.23,46954,38754,327,0.1746,1,2804,1161,1,597,1319,1809,139497,320,0,Kenya_SME
Retail,5.7,6,658809,36,15.54,68899,37355,219,0.4578,3,2702,3076,1,2940,2114,1286,83607,287,0,Kenya_SME
Manufacturing,4.3,2,179518,12,18.68,54482,31099,151,0.4292,4,9214,2416,0,0,4557,655,149492,924,0,Kenya_SME
Retail,5.3,15,254173,48,19.26,23837,16439,191,0.3104,6,2547,1016,0,0,3072,547,45736,334,0,Kenya_SME
Services,2,4,574534,24,9.76,104003,94518,610,0.0912,1,3728,2723,1,3060,1933,898,393584,867,0,Kenya_SME
Transport,10.3,5,333118,6,18.74,47455,39553,128,0.1665,3,795,734,0,0,1075,1024,46662,88,0,Kenya_SME
Retail,3,12,2326980,12,7.53,193504,112379,519,0.4192,1,801,3061,1,1568,3153,2060,198499,831,0,Kenya_SME
Construction,5.7,5,1603180,12,17.94,59121,35792,270,0.3946,1,6142,3584,1,1927,845,593,132095,807,0,Kenya_SME
Manufacturing,0.7,9,409381,12,16.7,114732,86434,636,0.2466,2,9504,1849,1,2487,2002,765,170445,513,0,Kenya_SME
Agribusiness,0.6,1,69098,48,13.14,101834,71666,505,0.2962,3,9650,5379,1,559,1898,1099,198614,337,0,Kenya_SME
Retail,0.5,6,2816608,12,17.73,25528,11210,66,0.5609,4,27096,679,0,0,1066,1321,38267,44,0,Kenya_SME
Retail,2.7,3,408801,60,10.71,94440,78870,844,0.1649,0,4628,1894,1,3284,2937,2109,69853,139,0,Kenya_SME
Hospitality,1.7,10,685484,6,14.79,30753,20143,246,0.345,1,8936,593,1,1843,5181,3111,418552,1173,0,Kenya_SME
Services,1.2,7,635721,18,15.8,265712,143639,247,0.4594,2,4146,1526,0,0,880,2418,117440,376,0,Kenya_SME
ICT,5.8,7,776036,6,10.29,449816,324295,200,0.2791,0,6047,1274,0,0,3179,1789,129368,237,0,Kenya_SME
Agribusiness,1.5,8,844410,18,25.22,97787,46142,245,0.5281,3,2174,912,1,7292,1681,1332,185212,406,0,Kenya_SME
Agribusiness,7.6,11,291710,24,19.4,44543,28255,205,0.3657,3,5193,411,1,1713,1391,896,77512,491,0,Kenya_SME
Manufacturing,7.5,1,1271510,12,15.95,93828,60943,622,0.3505,5,1423,2749,0,0,2455,1058,44608,58,0,Kenya_SME
Manufacturing,5.4,2,182960,24,14.22,32278,20637,229,0.3606,2,3419,1419,1,1132,3531,1436,33051,71,0,Kenya_SME
Retail,0.8,4,156542,6,19.03,237605,107659,277,0.5469,3,3653,3134,1,2062,1834,2357,189182,248,0,Kenya_SME
Retail,11.3,1,89373,18,25.56,41241,38189,76,0.074,7,2595,615,0,0,1762,1155,51635,95,0,Kenya_SME
Informal,2.2,3,3444180,12,16.15,38135,23944,352,0.3721,4,3161,2567,1,1847,594,1662,93106,172,1,Kenya_SME
Wholesale,7.4,5,900503,6,17.32,23612,17895,253,0.2421,4,7583,489,1,3583,1075,1921,47363,84,0,Kenya_SME
Retail,0.5,18,1173127,12,13.22,9043,5493,164,0.3926,1,1009,2735,0,0,2982,1085,279244,1130,1,Kenya_SME
ICT,20.5,9,1054670,12,15.8,167781,99869,249,0.4048,0,8427,2527,0,0,883,947,301060,985,0,Kenya_SME
Manufacturing,1.4,8,481238,18,22.24,13325,6935,112,0.4795,2,2825,1612,0,0,1699,1637,96715,83,1,Kenya_SME
ICT,1,4,82914,24,19.46,21034,18497,47,0.1206,2,6075,1139,0,0,2537,1106,15438,41,1,Kenya_SME
Construction,1.6,1,1315756,24,14.93,87463,56687,458,0.3519,1,3272,1187,0,0,2959,1497,112154,480,0,Kenya_SME
Retail,7.8,1,478699,12,16.88,18919,12778,89,0.3246,4,8477,989,0,0,978,709,94641,136,1,Kenya_SME
Informal,16.4,1,619192,36,24.23,7189,4834,80,0.3276,5,9188,1124,0,0,908,745,24566,147,1,Kenya_SME
Retail,0.8,7,2204625,18,17.84,101837,82397,335,0.1909,2,7886,3020,1,1212,2067,1832,101432,208,0,Kenya_SME
Agribusiness,0.5,4,2536308,48,22.28,64297,25294,342,0.6066,3,2953,4238,0,0,805,1159,32779,25,0,Kenya_SME
Wholesale,5.7,5,363039,60,13.01,70697,42221,405,0.4028,0,866,474,0,0,280,864,233245,528,1,Kenya_SME
Transport,1.1,6,87350,6,13.97,156015,58960,341,0.6221,5,12180,4313,1,710,2190,1044,77041,315,0,Kenya_SME
Retail,0.5,2,84677,24,27.59,105529,55828,164,0.471,8,9835,2296,1,330,5282,318,65301,153,1,Kenya_SME
Retail,1.1,1,196602,36,18.47,27615,20142,540,0.2706,3,4305,1032,0,0,1916,2324,65935,76,1,Kenya_SME
Agribusiness,8.4,2,2004209,36,15.71,90336,41915,189,0.536,4,4096,6201,0,0,2248,859,89877,94,0,Kenya_SME
Agribusiness,0.5,6,797178,36,24.2,20770,19133,199,0.0788,3,12060,1192,1,4562,1031,336,198242,360,1,Kenya_SME
Agribusiness,1.2,1,498168,60,18.3,24163,12359,272,0.4885,4,8085,3537,0,0,2516,1237,46290,150,0,Kenya_SME
Retail,1.8,5,486984,24,18.58,60873,53140,314,0.127,3,26409,1315,0,0,3350,1500,83965,229,1,Kenya_SME
Informal,1,1,422088,6,22.41,22602,20892,149,0.0756,6,15246,1945,1,28271,1508,876,158339,272,0,Kenya_SME
ICT,8.4,7,723188,6,13.77,140063,111622,180,0.2031,3,2811,2660,1,2550,4325,1315,86896,109,0,Kenya_SME
Informal,0.5,1,393995,48,22.45,64639,61840,166,0.0433,0,4071,1219,0,0,2867,1226,357946,963,0,Kenya_SME
Retail,0.6,9,543392,60,17.42,63378,43605,230,0.312,1,3168,2276,1,2021,2312,542,89577,155,1,Kenya_SME
Retail,11.5,1,139254,12,15.56,24618,4924,224,0.8,5,3843,1661,0,0,1349,763,70150,85,0,Kenya_SME
Services,4.7,1,1155056,48,11.58,65701,49742,136,0.2429,2,518,800,1,5789,2645,1770,45542,94,0,Kenya_SME
Wholesale,5.8,8,582168,36,19.43,51915,40523,308,0.2194,2,3367,4292,0,0,2285,734,35222,52,1,Kenya_SME
Wholesale,1.5,2,174772,6,19.42,5143,3528,36,0.3139,4,3065,1241,0,0,1046,689,22088,81,1,Kenya_SME
Retail,31.5,1,101507,12,18.96,72735,59880,845,0.1767,5,6207,4195,0,0,566,2834,132943,561,0,Kenya_SME
Hospitality,1.1,8,694314,24,18.7,64434,44685,291,0.3065,0,4397,471,0,0,2711,1957,106619,273,0,Kenya_SME
Services,5.4,1,970318,24,15.99,113545,80390,227,0.292,1,3443,4959,1,3414,7162,593,92619,520,0,Kenya_SME
Manufacturing,0.5,3,188487,18,17.32,20407,15787,302,0.2264,9,8565,901,0,0,1816,842,79539,585,1,Kenya_SME
Services,3.7,28,254624,48,12.62,46565,25057,245,0.4619,3,500,3622,0,0,3299,860,132133,348,0,Kenya_SME
Retail,0.5,4,92379,12,12.38,23821,12370,68,0.4807,1,3017,1532,0,0,2299,1335,119022,338,1,Kenya_SME
Agribusiness,3.4,3,1743217,24,21.25,62663,43978,191,0.2982,3,3223,2002,1,5046,2501,1075,310468,1043,0,Kenya_SME
Informal,0.5,3,267552,12,15.24,19196,14380,101,0.2509,2,8124,716,1,744,1751,837,44586,177,1,Kenya_SME
Services,0.5,1,654414,6,18.94,42975,11741,325,0.7268,4,5743,1220,0,0,2153,658,31989,88,1,Kenya_SME
Retail,1.2,5,172189,18,20.06,62829,32855,719,0.4771,1,8481,1005,1,2547,3131,1156,81445,191,0,Kenya_SME
Agribusiness,2.4,31,6175717,18,16.58,32613,26034,77,0.2017,2,6199,2201,0,0,1764,791,81139,111,1,Kenya_SME
Retail,4.4,2,1153599,48,23.18,71654,51181,110,0.2857,1,11590,399,0,0,945,321,40925,35,0,Kenya_SME
Construction,7.8,2,689291,48,16.71,97799,64345,1650,0.3421,3,25020,3055,1,17017,3014,579,66921,248,0,Kenya_SME
ICT,19,7,191553,12,13.57,185166,97625,624,0.4728,2,5149,7477,0,0,2271,722,148454,326,0,Kenya_SME
Services,4.2,9,754415,18,22.79,29700,23502,231,0.2087,3,18107,295,1,2365,2858,1805,322743,924,0,Kenya_SME
Construction,6.3,5,152837,48,10.22,288460,195620,263,0.3218,4,6729,972,1,1196,2108,473,86853,101,0,Kenya_SME
Manufacturing,2.2,3,171108,12,12.25,65165,55418,441,0.1496,1,9682,819,0,0,1859,543,96832,394,1,Kenya_SME
Hospitality,3.3,7,873396,24,19.97,48655,24003,327,0.5067,7,5468,1761,1,2983,1308,2041,135874,839,1,Kenya_SME
Services,10.2,1,676762,24,21.83,70740,45160,261,0.3616,4,6330,4406,0,0,668,954,55737,227,0,Kenya_SME
Hospitality,1.3,2,1103081,18,14.71,201166,130586,504,0.3509,5,7021,1380,1,7667,2744,785,68399,92,0,Kenya_SME
Hospitality,9.2,1,296271,36,20.94,24508,21498,263,0.1228,5,2541,838,0,0,1072,576,178212,376,1,Kenya_SME
Services,6.4,3,196551,12,18.23,11821,9379,226,0.2066,3,5403,2690,1,6680,673,1754,59325,154,0,Kenya_SME
Retail,3,3,555104,12,10.94,97025,19405,103,0.8,1,2061,614,0,0,3492,873,144009,355,0,Kenya_SME
Retail,3.4,12,88021,24,16.14,38093,17601,225,0.5379,1,18886,1316,1,8957,1667,1998,173006,767,0,Kenya_SME
Agribusiness,0.9,2,233027,24,23.48,35419,32418,289,0.0847,4,18479,1941,0,0,5898,1865,260461,1242,0,Kenya_SME
Agribusiness,6.5,12,499769,24,16.01,655515,309515,661,0.5278,0,1907,605,0,0,5208,942,333171,1004,0,Kenya_SME
Manufacturing,3.9,3,446310,12,17.21,18698,10042,278,0.4629,2,4842,2309,0,0,2209,2412,179775,508,0,Kenya_SME
Services,6,7,311698,18,26.49,8587,6921,98,0.194,6,1066,850,0,0,1244,864,23285,51,1,Kenya_SME
Retail,0.9,9,737016,24,16.42,145023,80379,428,0.4457,2,2556,563,0,0,5461,1534,92523,123,0,Kenya_SME
Hospitality,0.5,4,125148,6,27.59,66185,60123,401,0.0916,2,2576,7384,1,2131,1473,320,225229,674,1,Kenya_SME
Retail,11.9,5,1517355,48,12.21,135110,27022,290,0.8,3,1892,2592,0,0,4455,859,55408,99,0,Kenya_SME
Retail,1.9,1,415280,60,23.04,8100,7008,134,0.1347,4,5259,1477,0,0,2891,809,22921,22,1,Kenya_SME
Retail,2.3,12,314635,6,25.44,29059,25615,193,0.1185,5,1794,1239,1,12679,7054,1361,60799,60,0,Kenya_SME
Informal,4.7,49,215850,48,22.76,37639,17336,65,0.5394,6,8965,1943,0,0,2901,864,47165,141,1,Kenya_SME
Manufacturing,0.7,1,217477,12,28.24,34541,7213,108,0.7911,5,1422,832,0,0,1235,1028,40120,201,0,Kenya_SME
Retail,0.5,4,140948,60,20.41,125346,117284,86,0.0643,3,8613,2008,1,942,2299,931,270992,763,0,Kenya_SME
Retail,11.2,3,313567,12,22.85,45335,15841,147,0.6506,3,3511,1030,0,0,4385,709,92054,404,0,Kenya_SME
Manufacturing,2.4,7,539570,24,7.49,95213,84871,559,0.1086,1,4492,1390,1,3249,2022,1046,293308,542,0,Kenya_SME
Informal,10.6,1,214761,12,18.55,61591,33406,317,0.4576,2,7933,4597,1,515,3692,1753,111287,281,0,Kenya_SME
Services,4.9,1,577743,36,16.51,55254,18734,168,0.6609,4,3458,2000,1,2023,2290,767,42704,66,1,Kenya_SME
Manufacturing,14.9,21,441981,24,16.61,109256,36398,489,0.6668,1,3789,1805,1,694,1843,1247,489021,1135,0,Kenya_SME
